row_index,title,peeled_title,normalized_title,noise_removed,token_count,role_hits,domain_hits,noise_hits,occupation_signal,penalty_signal,net_signal,decision,matched_rules
"7839","Electrician -Tehnician retele echipamente electrice,date-voce","Electrician -Tehnician retele echipamente electrice,date-voce","electrician tehnician retele echipamente electrice date voce","no","7","tehnician|electrician","","","1.000","0.000","1.000","help","role_head:tehnician|role_head:electrician"
"7840","Manager Resurse Umane","Manager Resurse Umane","manager resurse umane","no","3","manager","","","0.900","0.000","0.900","help","role_head:manager"
"7841","Educator-Puericultor - Bucuresti","Educator-Puericultor","educator puericultor","yes","3","educator|puericultor","","","1.000","0.000","1.000","help","role_head:educator|role_head:puericultor"
"7842","Asistent vânzări","Asistent vânzări","asistent vanzari","no","2","asistent","vanzari","","1.000","0.000","1.000","help","role_head:asistent|domain_modifier:vanzari"
"7843","Stivuitorist","Stivuitorist","stivuitorist","no","1","stivuitorist","","","0.880","0.000","0.880","help","role_head:stivuitorist"
"7844","COMMUNITY & EVENTS COORDINATOR","COMMUNITY & EVENTS COORDINATOR","community events coordinator","no","3","coordinator","","","0.840","0.000","0.840","help","role_head:coordinator"
"7845","Livrator BRINGO cu autoturism propriu (ORAS - IASI)","Livrator BRINGO cu autoturism propriu","livrator bringo cu autoturism propriu","yes","7","livrator","","autoturism|bringo|propriu","0.900","1.000","-0.100","neutral","role_head:livrator|generic_noise:autoturism|generic_noise:bringo|generic_noise:propriu"
"7846","Inginer executie electrice","Inginer executie electrice","inginer executie electrice","no","3","inginer","","","0.960","0.000","0.960","help","role_head:inginer"
"7847","Livrator BRINGO cu autoturism propriu (ORAS - IASI)","Livrator BRINGO cu autoturism propriu","livrator bringo cu autoturism propriu","yes","7","livrator","","autoturism|bringo|propriu","0.900","1.000","-0.100","neutral","role_head:livrator|generic_noise:autoturism|generic_noise:bringo|generic_noise:propriu"
"7848","Tehnician Mentenanta (Electrician)","Tehnician Mentenanta","tehnician mentenanta","yes","3","tehnician|tehnician mentenanta","mentenanta","","1.000","0.000","1.000","help","role_head:tehnician|domain_modifier:mentenanta|role_phrase:tehnician mentenanta"
"7849","Livrator BRINGO cu autoturism propriu (ORAS - IASI)","Livrator BRINGO cu autoturism propriu","livrator bringo cu autoturism propriu","yes","7","livrator","","autoturism|bringo|propriu","0.900","1.000","-0.100","neutral","role_head:livrator|generic_noise:autoturism|generic_noise:bringo|generic_noise:propriu"
"7850","Livrator BRINGO cu autoturism propriu (ORAS - IASI)","Livrator BRINGO cu autoturism propriu","livrator bringo cu autoturism propriu","yes","7","livrator","","autoturism|bringo|propriu","0.900","1.000","-0.100","neutral","role_head:livrator|generic_noise:autoturism|generic_noise:bringo|generic_noise:propriu"
"7851","Operator date / Operator PC","Operator date Operator PC","operator date operator pc","yes","4","operator","","","0.900","0.000","0.900","help","role_head:operator"
"7852","Product Manager - Coffee & Dry Food","Product Manager Coffee & Dry Food","product manager coffee dry food","yes","5","manager","","","0.900","0.000","0.900","help","role_head:manager"
"7853","Ajutor electrician – Sisteme panouri fotovoltaice","Ajutor electrician Sisteme panouri fotovoltaice","ajutor electrician sisteme panouri fotovoltaice","yes","5","electrician","","","0.900","0.000","0.900","help","role_head:electrician"
"7854","REPREZENTANT TURISTIC IN DESTINATII EXTERNE","REPREZENTANT TURISTIC IN DESTINATII EXTERNE","reprezentant turistic in destinatii externe","no","5","reprezentant","","","0.840","0.000","0.840","help","role_head:reprezentant"
"7855","Asistent Manager","Asistent Manager","asistent manager","no","2","manager|asistent|asistent manager","","","1.000","0.000","1.000","help","role_head:manager|role_head:asistent|role_phrase:asistent manager"
"7856","Lucrător comercial Legume-Fructe | 2 zile lucrate/2 libere","Lucrător comercial Legume-Fructe","lucrator comercial legume fructe","yes","9","lucrator|lucrator comercial","","","1.000","0.000","1.000","help","role_head:lucrator|role_phrase:lucrator comercial"
"7857","Manipulant marfa / Picker","Manipulant marfa Picker","manipulant marfa picker","yes","3","manipulant","","","0.880","0.000","0.880","help","role_head:manipulant"
"7858","Laborant - fabrica cărămidă Sibiu","Laborant fabrica cărămidă Sibiu","laborant fabrica caramida sibiu","yes","4","","","","0.000","0.000","0.000","neutral",""
"7859","Responsabil ofertare licitatii SEAP","Responsabil ofertare licitatii SEAP","responsabil ofertare licitatii seap","no","4","responsabil","ofertare","","1.000","0.000","1.000","help","role_head:responsabil|domain_modifier:ofertare"
"7860","ELECTRICIENI MEDIE SI INALTA TENSIUNE SI ELECTROMECANICI","ELECTRICIENI MEDIE SI INALTA TENSIUNE SI ELECTROMECANICI","electricieni medie si inalta tensiune si electromecanici","no","7","electricieni|electromecanici","","","1.000","0.000","1.000","help","role_head:electricieni|role_head:electromecanici"
"7861","Responsabil de Tură București, Gării Cățelu (f/m)","Responsabil de Tură București, Gării Cățelu (f/m)","responsabil de tura bucuresti garii catelu f m","no","8","responsabil|responsabil de tura","","bucuresti","1.000","0.960","0.040","neutral","role_head:responsabil|generic_noise:bucuresti|role_phrase:responsabil de tura"
"7862","Mecanic utilaje industriale - Acăţari,jud.Mures","Mecanic utilaje industriale","mecanic utilaje industriale","yes","6","mecanic","utilaje","","1.000","0.000","1.000","help","role_head:mecanic|domain_modifier:utilaje"
"7863","Vopsitor industrial - 2 schimburi","Vopsitor industrial","vopsitor industrial","yes","4","vopsitor","industrial","","1.000","0.000","1.000","help","role_head:vopsitor|domain_modifier:industrial"
"7864","ȘEF DE ȘANTIER REABILITARE REȚELE TERMICE","ȘEF DE ȘANTIER REABILITARE REȚELE TERMICE","sef de santier reabilitare retele termice","no","6","sef","","","0.760","0.000","0.760","help","role_head:sef"
"7865","Tehnician constructor","Tehnician constructor","tehnician constructor","no","2","tehnician","","","0.950","0.000","0.950","help","role_head:tehnician"
"7866","Inginer calitate","Inginer calitate","inginer calitate","no","2","inginer","","","0.960","0.000","0.960","help","role_head:inginer"
"7867","Electrician montator de instalatii automatizate","Electrician montator de instalatii automatizate","electrician montator de instalatii automatizate","no","5","electrician","","","0.900","0.000","0.900","help","role_head:electrician"
"7868","Lucrător Depozit – Galati - Travel Free","Lucrător Depozit Travel Free","lucrator depozit travel free","yes","5","lucrator|lucrator depozit","depozit","","1.000","0.000","1.000","help","role_head:lucrator|domain_modifier:depozit|role_phrase:lucrator depozit"
"7869","COLECTOR CREANTE DEBITE - DEPARTAMENT SALES SUPPORT","COLECTOR CREANTE DEBITE DEPARTAMENT SALES SUPPORT","colector creante debite departament sales support","yes","6","colector","creante|debite","","1.000","0.000","1.000","help","role_head:colector|domain_modifier:creante|domain_modifier:debite|generic_phrase:sales support|generic_phrase:departament sales support"
"7870","Reprezentant Tehnic si Receptioner Tura de Noapte","Reprezentant Tehnic si Receptioner Tura de Noapte","reprezentant tehnic si receptioner tura de noapte","no","7","reprezentant","","","0.840","0.000","0.840","help","role_head:reprezentant"
"7871","Asistent Medical Generalist/ Kinetoterapeut/ Cosmetician","Asistent Medical Generalist/ Kinetoterapeut/ Cosmetician","asistent medical generalist kinetoterapeut cosmetician","no","5","asistent","","","0.800","0.000","0.800","help","role_head:asistent"
"7872","Specialist planificare/ logistica","Specialist planificare/ logistica","specialist planificare logistica","no","3","specialist","logistica","","1.000","0.000","1.000","help","role_head:specialist|domain_modifier:logistica"
"7873","Electrician întreţinere şi reparaţii - Acăţari,jud.Mures","Electrician întreţinere şi reparaţii","electrician intretinere si reparatii","yes","7","electrician|electrician intretinere","","","1.000","0.000","1.000","help","role_head:electrician|role_phrase:electrician intretinere"
"7874","Jurist","Jurist","jurist","no","1","jurist","","","0.900","0.000","0.900","help","role_head:jurist"
"7875","Lacatus mecanic asamblare","Lacatus mecanic asamblare","lacatus mecanic asamblare","no","3","mecanic","","","0.900","0.000","0.900","help","role_head:mecanic"
"7876","Operator calculator - Magazin Online","Operator calculator Magazin Online","operator calculator magazin online","yes","4","operator","","","0.900","0.000","0.900","help","role_head:operator"
"7877","Consilier de vânzări (m/f)","Consilier de vânzări","consilier de vanzari","yes","5","","vanzari","","0.585","0.000","0.585","neutral","domain_modifier:vanzari"
"7878","TEHNICIAN-ALPINIST TELECOMUNICATII","TEHNICIAN-ALPINIST TELECOMUNICATII","tehnician alpinist telecomunicatii","no","3","tehnician","","","0.950","0.000","0.950","help","role_head:tehnician"
"7879","Electrician -Tehnician retele echipamente electrice,date-voce","Electrician -Tehnician retele echipamente electrice,date-voce","electrician tehnician retele echipamente electrice date voce","no","7","tehnician|electrician","","","1.000","0.000","1.000","help","role_head:tehnician|role_head:electrician"
"7880","Manager Resurse Umane","Manager Resurse Umane","manager resurse umane","no","3","manager","","","0.900","0.000","0.900","help","role_head:manager"
"7881","Educator-Puericultor - Bucuresti","Educator-Puericultor","educator puericultor","yes","3","educator|puericultor","","","1.000","0.000","1.000","help","role_head:educator|role_head:puericultor"
"7882","Asistent vânzări","Asistent vânzări","asistent vanzari","no","2","asistent","vanzari","","1.000","0.000","1.000","help","role_head:asistent|domain_modifier:vanzari"
"7883","Stivuitorist","Stivuitorist","stivuitorist","no","1","stivuitorist","","","0.880","0.000","0.880","help","role_head:stivuitorist"
"7884","COMMUNITY & EVENTS COORDINATOR","COMMUNITY & EVENTS COORDINATOR","community events coordinator","no","3","coordinator","","","0.840","0.000","0.840","help","role_head:coordinator"
"7885","Livrator BRINGO cu autoturism propriu (ORAS - IASI)","Livrator BRINGO cu autoturism propriu","livrator bringo cu autoturism propriu","yes","7","livrator","","autoturism|bringo|propriu","0.900","1.000","-0.100","neutral","role_head:livrator|generic_noise:autoturism|generic_noise:bringo|generic_noise:propriu"
"7886","Inginer executie electrice","Inginer executie electrice","inginer executie electrice","no","3","inginer","","","0.960","0.000","0.960","help","role_head:inginer"
"7887","Livrator BRINGO cu autoturism propriu (ORAS - IASI)","Livrator BRINGO cu autoturism propriu","livrator bringo cu autoturism propriu","yes","7","livrator","","autoturism|bringo|propriu","0.900","1.000","-0.100","neutral","role_head:livrator|generic_noise:autoturism|generic_noise:bringo|generic_noise:propriu"
"7888","Tehnician Mentenanta (Electrician)","Tehnician Mentenanta","tehnician mentenanta","yes","3","tehnician|tehnician mentenanta","mentenanta","","1.000","0.000","1.000","help","role_head:tehnician|domain_modifier:mentenanta|role_phrase:tehnician mentenanta"
"7889","Livrator BRINGO cu autoturism propriu (ORAS - IASI)","Livrator BRINGO cu autoturism propriu","livrator bringo cu autoturism propriu","yes","7","livrator","","autoturism|bringo|propriu","0.900","1.000","-0.100","neutral","role_head:livrator|generic_noise:autoturism|generic_noise:bringo|generic_noise:propriu"
"7890","Operator date / Operator PC","Operator date Operator PC","operator date operator pc","yes","4","operator","","","0.900","0.000","0.900","help","role_head:operator"
"7891","Livrator BRINGO cu autoturism propriu (ORAS - IASI)","Livrator BRINGO cu autoturism propriu","livrator bringo cu autoturism propriu","yes","7","livrator","","autoturism|bringo|propriu","0.900","1.000","-0.100","neutral","role_head:livrator|generic_noise:autoturism|generic_noise:bringo|generic_noise:propriu"
"7892","Product Manager - Coffee & Dry Food","Product Manager Coffee & Dry Food","product manager coffee dry food","yes","5","manager","","","0.900","0.000","0.900","help","role_head:manager"
"7893","Ajutor electrician – Sisteme panouri fotovoltaice","Ajutor electrician Sisteme panouri fotovoltaice","ajutor electrician sisteme panouri fotovoltaice","yes","5","electrician","","","0.900","0.000","0.900","help","role_head:electrician"
"7894","REPREZENTANT TURISTIC IN DESTINATII EXTERNE","REPREZENTANT TURISTIC IN DESTINATII EXTERNE","reprezentant turistic in destinatii externe","no","5","reprezentant","","","0.840","0.000","0.840","help","role_head:reprezentant"
"7895","Asistent Manager","Asistent Manager","asistent manager","no","2","manager|asistent|asistent manager","","","1.000","0.000","1.000","help","role_head:manager|role_head:asistent|role_phrase:asistent manager"
"7896","Lucrător comercial Legume-Fructe | 2 zile lucrate/2 libere","Lucrător comercial Legume-Fructe","lucrator comercial legume fructe","yes","9","lucrator|lucrator comercial","","","1.000","0.000","1.000","help","role_head:lucrator|role_phrase:lucrator comercial"
"7897","Manipulant marfa / Picker","Manipulant marfa Picker","manipulant marfa picker","yes","3","manipulant","","","0.880","0.000","0.880","help","role_head:manipulant"
"7898","Laborant - fabrica cărămidă Sibiu","Laborant fabrica cărămidă Sibiu","laborant fabrica caramida sibiu","yes","4","","","","0.000","0.000","0.000","neutral",""
"7899","Responsabil ofertare licitatii SEAP","Responsabil ofertare licitatii SEAP","responsabil ofertare licitatii seap","no","4","responsabil","ofertare","","1.000","0.000","1.000","help","role_head:responsabil|domain_modifier:ofertare"
"7900","Responsabil de Tură București, Gării Cățelu (f/m)","Responsabil de Tură București, Gării Cățelu (f/m)","responsabil de tura bucuresti garii catelu f m","no","8","responsabil|responsabil de tura","","bucuresti","1.000","0.960","0.040","neutral","role_head:responsabil|generic_noise:bucuresti|role_phrase:responsabil de tura"
"7901","ELECTRICIENI MEDIE SI INALTA TENSIUNE SI ELECTROMECANICI","ELECTRICIENI MEDIE SI INALTA TENSIUNE SI ELECTROMECANICI","electricieni medie si inalta tensiune si electromecanici","no","7","electricieni|electromecanici","","","1.000","0.000","1.000","help","role_head:electricieni|role_head:electromecanici"
"7902","Mecanic utilaje industriale - Acăţari,jud.Mures","Mecanic utilaje industriale","mecanic utilaje industriale","yes","6","mecanic","utilaje","","1.000","0.000","1.000","help","role_head:mecanic|domain_modifier:utilaje"
"7903","Vopsitor industrial - 2 schimburi","Vopsitor industrial","vopsitor industrial","yes","4","vopsitor","industrial","","1.000","0.000","1.000","help","role_head:vopsitor|domain_modifier:industrial"
"7904","ȘEF DE ȘANTIER REABILITARE REȚELE TERMICE","ȘEF DE ȘANTIER REABILITARE REȚELE TERMICE","sef de santier reabilitare retele termice","no","6","sef","","","0.760","0.000","0.760","help","role_head:sef"
"7905","Tehnician constructor","Tehnician constructor","tehnician constructor","no","2","tehnician","","","0.950","0.000","0.950","help","role_head:tehnician"
"7906","Inginer calitate","Inginer calitate","inginer calitate","no","2","inginer","","","0.960","0.000","0.960","help","role_head:inginer"
"7907","Electrician montator de instalatii automatizate","Electrician montator de instalatii automatizate","electrician montator de instalatii automatizate","no","5","electrician","","","0.900","0.000","0.900","help","role_head:electrician"
"7908","Lucrător Depozit – Galati - Travel Free","Lucrător Depozit Travel Free","lucrator depozit travel free","yes","5","lucrator|lucrator depozit","depozit","","1.000","0.000","1.000","help","role_head:lucrator|domain_modifier:depozit|role_phrase:lucrator depozit"
"7909","COLECTOR CREANTE DEBITE - DEPARTAMENT SALES SUPPORT","COLECTOR CREANTE DEBITE DEPARTAMENT SALES SUPPORT","colector creante debite departament sales support","yes","6","colector","creante|debite","","1.000","0.000","1.000","help","role_head:colector|domain_modifier:creante|domain_modifier:debite|generic_phrase:sales support|generic_phrase:departament sales support"
"7910","Reprezentant Tehnic si Receptioner Tura de Noapte","Reprezentant Tehnic si Receptioner Tura de Noapte","reprezentant tehnic si receptioner tura de noapte","no","7","reprezentant","","","0.840","0.000","0.840","help","role_head:reprezentant"
"7911","Asistent Medical Generalist/ Kinetoterapeut/ Cosmetician","Asistent Medical Generalist/ Kinetoterapeut/ Cosmetician","asistent medical generalist kinetoterapeut cosmetician","no","5","asistent","","","0.800","0.000","0.800","help","role_head:asistent"
"7912","Specialist planificare/ logistica","Specialist planificare/ logistica","specialist planificare logistica","no","3","specialist","logistica","","1.000","0.000","1.000","help","role_head:specialist|domain_modifier:logistica"
"7913","Electrician întreţinere şi reparaţii - Acăţari,jud.Mures","Electrician întreţinere şi reparaţii","electrician intretinere si reparatii","yes","7","electrician|electrician intretinere","","","1.000","0.000","1.000","help","role_head:electrician|role_phrase:electrician intretinere"
"7914","Jurist","Jurist","jurist","no","1","jurist","","","0.900","0.000","0.900","help","role_head:jurist"
"7915","Lacatus mecanic asamblare","Lacatus mecanic asamblare","lacatus mecanic asamblare","no","3","mecanic","","","0.900","0.000","0.900","help","role_head:mecanic"
"7916","Operator calculator - Magazin Online","Operator calculator Magazin Online","operator calculator magazin online","yes","4","operator","","","0.900","0.000","0.900","help","role_head:operator"
"7917","Consilier de vânzări (m/f)","Consilier de vânzări","consilier de vanzari","yes","5","","vanzari","","0.585","0.000","0.585","neutral","domain_modifier:vanzari"
"7918","TEHNICIAN-ALPINIST TELECOMUNICATII","TEHNICIAN-ALPINIST TELECOMUNICATII","tehnician alpinist telecomunicatii","no","3","tehnician","","","0.950","0.000","0.950","help","role_head:tehnician"
"7919","Electrician -Tehnician retele echipamente electrice,date-voce","Electrician -Tehnician retele echipamente electrice,date-voce","electrician tehnician retele echipamente electrice date voce","no","7","tehnician|electrician","","","1.000","0.000","1.000","help","role_head:tehnician|role_head:electrician"
"7920","Manager Resurse Umane","Manager Resurse Umane","manager resurse umane","no","3","manager","","","0.900","0.000","0.900","help","role_head:manager"
"7921","Educator-Puericultor - Bucuresti","Educator-Puericultor","educator puericultor","yes","3","educator|puericultor","","","1.000","0.000","1.000","help","role_head:educator|role_head:puericultor"
"7922","Asistent vânzări","Asistent vânzări","asistent vanzari","no","2","asistent","vanzari","","1.000","0.000","1.000","help","role_head:asistent|domain_modifier:vanzari"
"7923","Stivuitorist","Stivuitorist","stivuitorist","no","1","stivuitorist","","","0.880","0.000","0.880","help","role_head:stivuitorist"
"7924","COMMUNITY & EVENTS COORDINATOR","COMMUNITY & EVENTS COORDINATOR","community events coordinator","no","3","coordinator","","","0.840","0.000","0.840","help","role_head:coordinator"
"7925","Livrator BRINGO cu autoturism propriu (ORAS - IASI)","Livrator BRINGO cu autoturism propriu","livrator bringo cu autoturism propriu","yes","7","livrator","","autoturism|bringo|propriu","0.900","1.000","-0.100","neutral","role_head:livrator|generic_noise:autoturism|generic_noise:bringo|generic_noise:propriu"
"7926","Inginer executie electrice","Inginer executie electrice","inginer executie electrice","no","3","inginer","","","0.960","0.000","0.960","help","role_head:inginer"
"7927","Livrator BRINGO cu autoturism propriu (ORAS - IASI)","Livrator BRINGO cu autoturism propriu","livrator bringo cu autoturism propriu","yes","7","livrator","","autoturism|bringo|propriu","0.900","1.000","-0.100","neutral","role_head:livrator|generic_noise:autoturism|generic_noise:bringo|generic_noise:propriu"
"7928","Tehnician Mentenanta (Electrician)","Tehnician Mentenanta","tehnician mentenanta","yes","3","tehnician|tehnician mentenanta","mentenanta","","1.000","0.000","1.000","help","role_head:tehnician|domain_modifier:mentenanta|role_phrase:tehnician mentenanta"
"7929","Operator date / Operator PC","Operator date Operator PC","operator date operator pc","yes","4","operator","","","0.900","0.000","0.900","help","role_head:operator"
"7930","Livrator BRINGO cu autoturism propriu (ORAS - IASI)","Livrator BRINGO cu autoturism propriu","livrator bringo cu autoturism propriu","yes","7","livrator","","autoturism|bringo|propriu","0.900","1.000","-0.100","neutral","role_head:livrator|generic_noise:autoturism|generic_noise:bringo|generic_noise:propriu"
"7931","Livrator BRINGO cu autoturism propriu (ORAS - IASI)","Livrator BRINGO cu autoturism propriu","livrator bringo cu autoturism propriu","yes","7","livrator","","autoturism|bringo|propriu","0.900","1.000","-0.100","neutral","role_head:livrator|generic_noise:autoturism|generic_noise:bringo|generic_noise:propriu"
"7932","Ajutor electrician – Sisteme panouri fotovoltaice","Ajutor electrician Sisteme panouri fotovoltaice","ajutor electrician sisteme panouri fotovoltaice","yes","5","electrician","","","0.900","0.000","0.900","help","role_head:electrician"
"7933","Product Manager - Coffee & Dry Food","Product Manager Coffee & Dry Food","product manager coffee dry food","yes","5","manager","","","0.900","0.000","0.900","help","role_head:manager"
"7934","REPREZENTANT TURISTIC IN DESTINATII EXTERNE","REPREZENTANT TURISTIC IN DESTINATII EXTERNE","reprezentant turistic in destinatii externe","no","5","reprezentant","","","0.840","0.000","0.840","help","role_head:reprezentant"
"7935","Asistent Manager","Asistent Manager","asistent manager","no","2","manager|asistent|asistent manager","","","1.000","0.000","1.000","help","role_head:manager|role_head:asistent|role_phrase:asistent manager"
"7936","Lucrător comercial Legume-Fructe | 2 zile lucrate/2 libere","Lucrător comercial Legume-Fructe","lucrator comercial legume fructe","yes","9","lucrator|lucrator comercial","","","1.000","0.000","1.000","help","role_head:lucrator|role_phrase:lucrator comercial"
"7937","Manipulant marfa / Picker","Manipulant marfa Picker","manipulant marfa picker","yes","3","manipulant","","","0.880","0.000","0.880","help","role_head:manipulant"
"7938","Laborant - fabrica cărămidă Sibiu","Laborant fabrica cărămidă Sibiu","laborant fabrica caramida sibiu","yes","4","","","","0.000","0.000","0.000","neutral",""
"7939","Responsabil ofertare licitatii SEAP","Responsabil ofertare licitatii SEAP","responsabil ofertare licitatii seap","no","4","responsabil","ofertare","","1.000","0.000","1.000","help","role_head:responsabil|domain_modifier:ofertare"
"7940","Responsabil de Tură București, Gării Cățelu (f/m)","Responsabil de Tură București, Gării Cățelu (f/m)","responsabil de tura bucuresti garii catelu f m","no","8","responsabil|responsabil de tura","","bucuresti","1.000","0.960","0.040","neutral","role_head:responsabil|generic_noise:bucuresti|role_phrase:responsabil de tura"
"7941","ELECTRICIENI MEDIE SI INALTA TENSIUNE SI ELECTROMECANICI","ELECTRICIENI MEDIE SI INALTA TENSIUNE SI ELECTROMECANICI","electricieni medie si inalta tensiune si electromecanici","no","7","electricieni|electromecanici","","","1.000","0.000","1.000","help","role_head:electricieni|role_head:electromecanici"
"7942","Mecanic utilaje industriale - Acăţari,jud.Mures","Mecanic utilaje industriale","mecanic utilaje industriale","yes","6","mecanic","utilaje","","1.000","0.000","1.000","help","role_head:mecanic|domain_modifier:utilaje"
"7943","Vopsitor industrial - 2 schimburi","Vopsitor industrial","vopsitor industrial","yes","4","vopsitor","industrial","","1.000","0.000","1.000","help","role_head:vopsitor|domain_modifier:industrial"
"7944","ȘEF DE ȘANTIER REABILITARE REȚELE TERMICE","ȘEF DE ȘANTIER REABILITARE REȚELE TERMICE","sef de santier reabilitare retele termice","no","6","sef","","","0.760","0.000","0.760","help","role_head:sef"
"7945","Tehnician constructor","Tehnician constructor","tehnician constructor","no","2","tehnician","","","0.950","0.000","0.950","help","role_head:tehnician"
"7946","Inginer calitate","Inginer calitate","inginer calitate","no","2","inginer","","","0.960","0.000","0.960","help","role_head:inginer"
"7947","Electrician montator de instalatii automatizate","Electrician montator de instalatii automatizate","electrician montator de instalatii automatizate","no","5","electrician","","","0.900","0.000","0.900","help","role_head:electrician"
"7948","Lucrător Depozit – Galati - Travel Free","Lucrător Depozit Travel Free","lucrator depozit travel free","yes","5","lucrator|lucrator depozit","depozit","","1.000","0.000","1.000","help","role_head:lucrator|domain_modifier:depozit|role_phrase:lucrator depozit"
"7949","COLECTOR CREANTE DEBITE - DEPARTAMENT SALES SUPPORT","COLECTOR CREANTE DEBITE DEPARTAMENT SALES SUPPORT","colector creante debite departament sales support","yes","6","colector","creante|debite","","1.000","0.000","1.000","help","role_head:colector|domain_modifier:creante|domain_modifier:debite|generic_phrase:sales support|generic_phrase:departament sales support"
"7950","Reprezentant Tehnic si Receptioner Tura de Noapte","Reprezentant Tehnic si Receptioner Tura de Noapte","reprezentant tehnic si receptioner tura de noapte","no","7","reprezentant","","","0.840","0.000","0.840","help","role_head:reprezentant"
"7951","Asistent Medical Generalist/ Kinetoterapeut/ Cosmetician","Asistent Medical Generalist/ Kinetoterapeut/ Cosmetician","asistent medical generalist kinetoterapeut cosmetician","no","5","asistent","","","0.800","0.000","0.800","help","role_head:asistent"
"7952","Specialist planificare/ logistica","Specialist planificare/ logistica","specialist planificare logistica","no","3","specialist","logistica","","1.000","0.000","1.000","help","role_head:specialist|domain_modifier:logistica"
"7953","Electrician întreţinere şi reparaţii - Acăţari,jud.Mures","Electrician întreţinere şi reparaţii","electrician intretinere si reparatii","yes","7","electrician|electrician intretinere","","","1.000","0.000","1.000","help","role_head:electrician|role_phrase:electrician intretinere"
"7954","Jurist","Jurist","jurist","no","1","jurist","","","0.900","0.000","0.900","help","role_head:jurist"
"7955","Lacatus mecanic asamblare","Lacatus mecanic asamblare","lacatus mecanic asamblare","no","3","mecanic","","","0.900","0.000","0.900","help","role_head:mecanic"
"7956","Operator calculator - Magazin Online","Operator calculator Magazin Online","operator calculator magazin online","yes","4","operator","","","0.900","0.000","0.900","help","role_head:operator"
"7957","Consilier de vânzări (m/f)","Consilier de vânzări","consilier de vanzari","yes","5","","vanzari","","0.585","0.000","0.585","neutral","domain_modifier:vanzari"
"7958","TEHNICIAN-ALPINIST TELECOMUNICATII","TEHNICIAN-ALPINIST TELECOMUNICATII","tehnician alpinist telecomunicatii","no","3","tehnician","","","0.950","0.000","0.950","help","role_head:tehnician"
"7959","Electrician -Tehnician retele echipamente electrice,date-voce","Electrician -Tehnician retele echipamente electrice,date-voce","electrician tehnician retele echipamente electrice date voce","no","7","tehnician|electrician","","","1.000","0.000","1.000","help","role_head:tehnician|role_head:electrician"
"7960","Manager Resurse Umane","Manager Resurse Umane","manager resurse umane","no","3","manager","","","0.900","0.000","0.900","help","role_head:manager"
"7961","Educator-Puericultor - Bucuresti","Educator-Puericultor","educator puericultor","yes","3","educator|puericultor","","","1.000","0.000","1.000","help","role_head:educator|role_head:puericultor"
"7962","Asistent vânzări","Asistent vânzări","asistent vanzari","no","2","asistent","vanzari","","1.000","0.000","1.000","help","role_head:asistent|domain_modifier:vanzari"
"7963","COMMUNITY & EVENTS COORDINATOR","COMMUNITY & EVENTS COORDINATOR","community events coordinator","no","3","coordinator","","","0.840","0.000","0.840","help","role_head:coordinator"
"7964","Stivuitorist","Stivuitorist","stivuitorist","no","1","stivuitorist","","","0.880","0.000","0.880","help","role_head:stivuitorist"
"7965","Inginer executie electrice","Inginer executie electrice","inginer executie electrice","no","3","inginer","","","0.960","0.000","0.960","help","role_head:inginer"
"7966","Livrator BRINGO cu autoturism propriu (ORAS - IASI)","Livrator BRINGO cu autoturism propriu","livrator bringo cu autoturism propriu","yes","7","livrator","","autoturism|bringo|propriu","0.900","1.000","-0.100","neutral","role_head:livrator|generic_noise:autoturism|generic_noise:bringo|generic_noise:propriu"
"7967","Livrator BRINGO cu autoturism propriu (ORAS - IASI)","Livrator BRINGO cu autoturism propriu","livrator bringo cu autoturism propriu","yes","7","livrator","","autoturism|bringo|propriu","0.900","1.000","-0.100","neutral","role_head:livrator|generic_noise:autoturism|generic_noise:bringo|generic_noise:propriu"
"7968","Operator date / Operator PC","Operator date Operator PC","operator date operator pc","yes","4","operator","","","0.900","0.000","0.900","help","role_head:operator"
"7969","Tehnician Mentenanta (Electrician)","Tehnician Mentenanta","tehnician mentenanta","yes","3","tehnician|tehnician mentenanta","mentenanta","","1.000","0.000","1.000","help","role_head:tehnician|domain_modifier:mentenanta|role_phrase:tehnician mentenanta"
"7970","Livrator BRINGO cu autoturism propriu (ORAS - IASI)","Livrator BRINGO cu autoturism propriu","livrator bringo cu autoturism propriu","yes","7","livrator","","autoturism|bringo|propriu","0.900","1.000","-0.100","neutral","role_head:livrator|generic_noise:autoturism|generic_noise:bringo|generic_noise:propriu"
"7971","Ajutor electrician – Sisteme panouri fotovoltaice","Ajutor electrician Sisteme panouri fotovoltaice","ajutor electrician sisteme panouri fotovoltaice","yes","5","electrician","","","0.900","0.000","0.900","help","role_head:electrician"
"7972","Livrator BRINGO cu autoturism propriu (ORAS - IASI)","Livrator BRINGO cu autoturism propriu","livrator bringo cu autoturism propriu","yes","7","livrator","","autoturism|bringo|propriu","0.900","1.000","-0.100","neutral","role_head:livrator|generic_noise:autoturism|generic_noise:bringo|generic_noise:propriu"
"7973","Product Manager - Coffee & Dry Food","Product Manager Coffee & Dry Food","product manager coffee dry food","yes","5","manager","","","0.900","0.000","0.900","help","role_head:manager"
"7974","REPREZENTANT TURISTIC IN DESTINATII EXTERNE","REPREZENTANT TURISTIC IN DESTINATII EXTERNE","reprezentant turistic in destinatii externe","no","5","reprezentant","","","0.840","0.000","0.840","help","role_head:reprezentant"
