role_head,alias,note
zookeeper,állatgondozó,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
zookeeper,loomaaednik,Manual promotion 2026-08-29: user-approved exact role-head equivalent from role_head_equivalence review.
choirmaster,choirmistress,Leaf audit 2026-08-30: exact gendered role-head variant folded into the canonical head.
doorman,doorwoman,Leaf audit 2026-08-30: exact gendered role-head variant folded into the canonical head.
groundsman,groundswoman,Leaf audit 2026-08-30: exact gendered role-head variant folded into the canonical head.
masseur,masseuse,Leaf audit 2026-08-30: exact gendered role-head variant folded into the canonical head.
postman,postwoman,Leaf audit 2026-08-30: exact gendered role-head variant folded into the canonical head.
sailor,matrose,Leaf audit 2026-08-30: exact locale variant folded into the existing canonical head.
administrator,adminisztrátor,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
administrator,administraator,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
controller,controlor,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
director,igazgató,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
director,direktor,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
executive,executiv,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
governor,guvernator,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
governor,kormányzó,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
governor,kuberner,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
manager,menedzser,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
manager,mänedžer,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
master,maistru,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
master,mester,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
master,meister,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
officer,ofițer,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
officer,tiszt,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
officer,ohvitser,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
brigadier,brigádvezető,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
brigadier,brigadir,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
climatologist,climatolog,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
climatologist,klimatológus,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
climatologist,klimatoloog,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
mayor,primar,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
mayor,polgármester,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
mayor,linnapea,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
ombudsman,õiguskantsler,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
adjuster,constatator de daune,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
adjuster,kárszakértő,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
adjuster,kahjukäsitleja,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
aide,segéd,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
anchor,prezentator de știri,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
anchor,híradós,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
anchor,uudisteankur,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
appraiser,értékbecslő,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
astronaut,űrhajós,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
bailiff,executor judecătoresc,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
bailiff,végrehajtó,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
bailiff,kohtutäitur,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
biotechnologist,biotehnolog,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
biotechnologist,biotechnológus,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
biotechnologist,biotehnoloog,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
blacksmith,sepp,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
boatswain,șef de echipaj,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
boatswain,fedélzetmester,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
bodyguard,gardă de corp,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
bodyguard,testőr,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
bodyguard,ihukaitsja,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
caller,operator de apeluri,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
caller,hívó,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
caller,helistaja,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
canvasser,agent electoral,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
canvasser,kampányoló,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
canvasser,kampaaniatöötaja,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
captain,căpitan,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
captain,kapitány,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
captain,kapten,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
chauffeur,șofer,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
chauffeur,erajuht,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
commissioner,comisar,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
commissioner,biztos,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
commissioner,komissar,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
concierge,portás,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
concierge,uksehoidja,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
courier,curier,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
courier,futár,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
courier,kuller,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
critic,kritikus,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
critic,kriitik,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
detective,detectiv,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
detective,detektív,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
detective,detektiiv,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
diplomat,diplomata,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
diplomat,diplomaat,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
examiner,examinator,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
examiner,vizsgáztató,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
examiner,eksamineerija,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
farmer,fermier,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
farmer,gazdálkodó,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
farmer,põllumees,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
forecaster,prognozator,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
forecaster,előrejelző,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
forecaster,prognoosija,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
glazier,geamgiu,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
glazier,üvegező,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
glazier,klaasija,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
homeopath,homeopat,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
homeopath,homeopata,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
homeopath,homöopaat,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
laminator,lamináló,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
laminator,lamineerija,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
manufacturer,gyártó,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
marshaller,mareșal,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
marshaller,maršall,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
marshaller,marssal,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
midwife,moașă,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
midwife,szülésznő,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
midwife,ämmaemand,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
miner,bányász,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
miner,kaevur,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
notary,közjegyző,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
osteopath,osteopat,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
osteopath,oszteopata,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
osteopath,osteopaat,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
paramedic,mentőtiszt,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
paramedic,parameedik,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
performer,előadóművész,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
performer,esineja,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
publisher,kiadó,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
publisher,kirjastaja,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
responder,intervenient,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
responder,beavatkozó,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
responder,reageerija,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
sorter,sortator,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
sorter,sorteerija,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
spinner,filator,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
spinner,fonó,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
spinner,ketraja,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
superintendent,ülem,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
surgeon,chirurg,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
surgeon,sebész,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
surgeon,kirurg,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
trustee,hooldaja,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
athlete,sportiv,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
athlete,sportoló,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
athlete,sportlane,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
chaplain,capelan,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
chaplain,tábori lelkész,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
chaplain,kaplan,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
comedian,komikus,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
comedian,koomik,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
commander,parancsnok,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
commander,komandör,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
compiler,compilator,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
compiler,összeállító,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
consul,konzul,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
consul,konsul,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
corporal,caporal,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
corporal,tizedes,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
corporal,kapral,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
correspondent,corespondent,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
correspondent,tudósító,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
correspondent,korrespondent,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
entrepreneur,ettevõ,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
general,tábornok,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
general,kindral,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
investor,investitor,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
investor,befektető,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
lieutenant,locotenent,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
lieutenant,hadnagy,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
lieutenant,leitnant,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
major,maior,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
major,őrnagy,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
minister,ministru,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
minister,miniszter,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
nanny,dădacă,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
nanny,lapsehoidja,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
principal,iskolaigazgató,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
principal,koolidirektor,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
ranger,pargivaht,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
valet,inas,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
valet,toapoiss,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
beveller,teșitor,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
beveller,ferdítő,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
beveller,faasija,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
boss,șef,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
boss,főnök,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
boss,ülemus,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
canner,konzerváló,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
canner,konserveerija,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
capitalist,kapitalista,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
capitalist,kapitalist,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
caulker,calafatuitor,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
caulker,tömítő,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
caulker,tihendaja,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
colonel,ezredes,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
colonel,kolonel,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
coppersmith,aramar,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
coppersmith,vasesepp,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
dean,decan,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
dean,dékán,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
dean,dekaan,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
derrickhand,operator de sondă,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
derrickhand,fúrótorony-kezelő,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
derrickhand,puurtorni töötaja,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
distiller,distilator,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
distiller,párlatkészítő,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
distiller,destilleerija,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
dyer,värvija,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
enumerator,recenzor,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
enumerator,összeíró,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
enumerator,loendaja,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
estimator,becslő,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
extra,figurant,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
extra,statiszta,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
extra,taustanäitleja,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
fermenter,fermentator,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
fermenter,fermentáló,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
fermenter,kääritaja,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
goldsmith,aurar,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
goldsmith,aranyműves,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
goldsmith,kullassepp,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
groom,îngrijitor de cai,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
groom,lovász,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
groom,tallimees,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
gunsmith,armurier,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
gunsmith,fegyverműves,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
gunsmith,relvasepp,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
hand,muncitor manual,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
hand,kézi munkás,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
hand,käsitööline,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
handyperson,om bun la toate,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
handyperson,ezermester,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
handyperson,meistrimees,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
jockey,jocheu,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
jockey,zsoké,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
jockey,žoki,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
locksmith,lăcătuș,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
locksmith,lakatosember,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
locksmith,lukksepp,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
logger,exploatator forestier,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
logger,erdőmunkás,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
logger,metsatööline,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
missionary,misionar,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
missionary,misszionárius,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
missionary,misjonär,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
motorhand,operator de echipamente de foraj,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
motorhand,fúrómunkás,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
motorhand,puurimistööline,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
negotiator,negociator,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
negotiator,tárgyaló,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
negotiator,läbirääkija,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
neutraliser,neutralizator,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
neutraliser,semlegesítő,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
neutraliser,neutraliseerija,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
orthotist,ortezist,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
orthotist,ortetikus,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
orthotist,ortoosimeister,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
packer,ambalator,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
packer,csomagoló,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
packer,pakkija,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
paperhanger,tapetar,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
paperhanger,tapétázó,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
paperhanger,tapeetija,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
papermaker,hârtier,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
papermaker,papírgyártó,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
papermaker,paberitootja,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
pedagogue,pedagog,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
pedagogue,pedagoog,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
pelletiser,peletizator,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
pelletiser,pelletizáló,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
pelletiser,pelletiseerija,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
pizzaiolo,pizzaszakács,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
pizzaiolo,pitsameister,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
psychic,clarvăzător,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
psychic,jós,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
psychic,selgeltnägija,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
roughneck,muncitor de sondă,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
roughneck,olajipari munkás,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
roughneck,naftatööline,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
roustabout,muncitor auxiliar de sondă,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
roustabout,olajipari segédmunkás,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
roustabout,naftatööstuse abitööline,Auto promotion 2026-08-30: locale exact role-head equivalent promoted after duplicate/conflict filtering.
